YTD Total Jan-Nov 2012,ISSN,ID,TITLE
221,1745-2546,10219,Journal of Developing Societies
221,1552-5430,10220,Journal of Diagnostic Medical Sonography
221,1538-4802,19206,Journal of Disability Policy Studies
221,1552-5449,10221,"Journal of Early Adolescence, The"
221,1741-2919,10222,Journal of Early Childhood Literacy
221,1741-2927,10223,Journal of Early Childhood Research
221,1053-8151,19209,Journal of Early Intervention
221,0973-4074,19221,Journal of Education for Sustainable Development
221,1935-1054,19222,Journal of Educational and Behavioral Statistics
221,1530-8006,10225,Journal of Elastomers and Plastics
221,0973-0710,10226,Journal of Emerging Market Finance
221,1538-4799,19230,Journal of Emotional and Behavioral Disorders
221,1552-5457,10227,Journal of English Linguistics
221,0973-0745,10228,Journal of Entrepreneurship
221,1552-5465,10229,"Journal of Environment & Development, The"
221,1461-7269,10230,Journal of European Social Policy
221,1740-2379,10231,Journal of European Studies
221,2156-5899,9900,Journal of Evidence-Based Complementary & Alternative Medicine (formerly Complementary Health Practice Review)
221,1552-5473,10237,Journal of Family History
221,1552-5481,10238,Journal of Family Issues
221,1552-549X,10239,Journal of Family Nursing
221,1532-172X,10241,Journal of Fire Protection Engineering
221,1530-8049,10242,Journal of Fire Sciences
221,1552-5708,10243,Journal of Geriatric Psychiatry and Neurology
221,1532-2211,19282,Journal of Hand Surgery (European Volume)
221,0973-0729,10244,Journal of Health Management
221,1461-7277,10245,Journal of Health Psychology
221,1552-5716,10246,Journal of Hispanic Higher Education
221,1552-5724,10247,Journal of Holistic Nursing
221,1557-7554,10248,Journal of Hospitality & Tourism Research
221,1552-5732,10249,Journal of Human Lactation
221,0973-0737,10250,Journal of Human Values
221,1552-650X,10251,Journal of Humanistic Psychology
221,1472-9296,10253,Journal of Industrial Relations
221,1530-8057,10254,Journal of Industrial Textiles
221,1757-1782,19312,Journal of Infection Prevention (formerly British Journal of Infection Control)
221,1741-6485,10255,Journal of Information Science
221,0975-5969,19315,Journal of Infrastructure Development
221,1744-6309,10256,Journal of Intellectual Disabilities
221,1530-8138,10257,Journal of Intelligent Material Systems and Structures
221,1525-1489,10258,Journal of Intensive Care Medicine
221,1552-6518,10259,Journal of Interpersonal Violence
221,1552-6526,10260,Journal of Language and Social Psychology
221,1939-7089,19344,Journal of Leadership & Organizational Studies
221,1538-4780,19345,Journal of Learning Disabilities
221,1741-6477,10261,Journal of Librarianship and Information Science
221,1552-6534,10262,Journal of Macromarketing
221,1557-1211,10263,Journal of Management
221,1552-6658,10264,Journal of Management Education
221,1552-6542,10265,Journal of Management Inquiry
221,1552-6550,10266,Journal of Marketing Education
221,1460-3586,10267,Journal of Material Culture
221,1558-6901,19378,Journal of Mixed Methods Research
221,1945-0079,19388,Journal of Music Teacher Education
221,1477-092X,19411,Journal of Oncology Pharmacy Practice
221,1941-2444,19420,Journal of Parenteral and Enteral Nutrition
221,1460-3578,10271,Journal of Peace Research
221,1532-8457,10272,Journal of Pediatric Oncology Nursing
221,1531-1937,10275,Journal of Pharmacy Practice
221,1552-6577,10276,Journal of Planning Education and Research
221,1552-6585,10277,Journal of Planning History
221,1552-6593,10278,Journal of Planning Literature
221,1530-8014,10279,Journal of Plastic Film and Sheeting
221,1538-4772,19444,Journal of Positive Behavior Interventions
221,1557-5144,10280,Journal of Psychoeducational Assessment
221,1461-7285,10281,Journal of Psychopharmacology
221,1530-7964,10284,Journal of Reinforced Plastics and Composites
221,1552-731X,10285,Journal of Research in Crime and Delinquency
221,1741-2943,10286,Journal of Research in International Education
221,1945-0095,19470,Journal of Research in Music Education
221,1744-988X,10287,Journal of Research in Nursing
221,1530-7972,10288,Journal of Sandwich Structures & Materials
221,1546-8364,19476,"Journal of School Nursing, The"
221,1552-7379,10289,Journal of Service Research
221,1460-3608,10290,Journal of Social and Personal Relationships
221,1741-2951,10291,Journal of Social Archaeology
221,1741-296X,10292,Journal of Social Work
221,1741-2978,10293,Journal of Sociology
221,0973-1733,10294,Journal of South Asian Development
221,1538-4764,19490,"Journal of Special Education, The"
221,1552-7638,10295,Journal of Sport & Social Issues
221,1552-7794,10296,Journal of Sports Economics
221,1552-7808,10297,Journal of Studies in International Education
221,1552-7816,10298,Journal of Teacher Education
221,1532-5725,10300,Journal of the American Psychiatric Nurses Association
221,1941-2460,19517,Journal of the American Psychoanalytic Association
221,1557-0886,10301,Journal of the International Association of Physicians in AIDS Care (JIAPAC)
221,1752-8976,19539,Journal of the Renin-Angiotensin-Aldosterone System
221,1460-3667,10303,Journal of Theoretical Politics
221,1530-7980,10304,Journal of Thermoplastic Composite Materials
221,1552-7832,10305,Journal of Transcultural Nursing
221,1552-7840,10306,Journal of Transformative Education
221,1552-6763,10307,Journal of Travel Research
221,1552-6771,10308,Journal of Urban History
221,1479-1870,10309,Journal of Vacation Marketing
221,1741-2986,10310,Journal of Vibration and Control
221,1741-2994,10311,Journal of Visual Culture
221,1741-3001,10312,Journalism
221,1538-9758,19605,Labor Studies Journal
221,1461-7293,10313,Language and Literature
221,1756-6053,19613,Language and Speech
221,1477-0954,19617,Language Teaching Research
221,1477-0946,19618,Language Testing
221,1552-678X,10314,Latin American Perspectives
221,1743-9752,19630,"Law, Culture & the Humanities"
221,1742-7169,10315,Leadership
221,1477-0938,19647,Lighting Research & Technology
221,1477-0962,19656,Lupus
221,1744-9367,10318,Management & Organizational History
221,1552-6798,10319,Management Communication Quarterly
221,1741-9883,19660,Management in Education
221,1461-7307,10320,Management Learning
221,0973-8029,19665,Margin: the Journal of Applied Economic Research
221,1741-301X,10321,Marketing Theory
221,1741-3028,10322,Mathematics and Mechanics of Solids
221,1460-3675,10323,"Media, Culture & Society"
221,1750-6360,19692,"Media, War & Conflict"
221,1552-6801,10324,Medical Care Research and Review
221,1552-681X,10325,Medical Decision Making
221,0973-0753,10326,"Medieval History Journal, The"
221,1750-6999,19707,Memory Studies
221,1552-6828,10327,Men and Masculinities
221,1477-9021,19726,Millennium - Journal of International Studies
221,1552-6836,10329,Modern China
221,1477-0970,19765,Multiple Sclerosis Journal (formerly Multiple Sclerosis)
221,1945-0087,19771,Music Educators Journal
221,1942-6038,19786,NASN School Nurse (formerly NASN Newsletter )
221,1930-1405,10331,NASSP Bulletin
221,1741-3036,10332,National Institute Economic Review
221,1552-6844,10334,Neurorehabilitation and Neural Repair
221,1089-4098,10335,"Neuroscientist, The"
221,1461-7315,10336,New Media & Society
221,1552-7395,10337,Nonprofit and Voluntary Sector Quarterly
221,1477-0989,19832,Nursing Ethics
221,1552-7409,10338,Nursing Science Quarterly
221,1941-2452,19834,Nutrition in Clinical Practice
221,1461-7323,10339,Organization
221,1552-7417,10340,Organization & Environment
221,1741-3044,10341,Organization Studies
221,1552-7425,10342,Organizational Research Methods
221,1477-030X,19884,Palliative Medicine
221,1460-3683,10343,Party Politics
221,1477-111X,19905,Perfusion
221,1552-7433,10344,Personality and Social Psychology Bulletin
221,1532-7957,19908,Personality and Social Psychology Review
221,1757-9147,10302,"Perspectives in Public Health (formerly Journal of the Royal Society for the Promotion of Health, The)"
221,1521-5768,19910,Perspectives in Vascular Surgery and Endovascular Therapy
221,1461-734X,10345,Philosophy & Social Criticism
221,1552-7441,10346,Philosophy of the Social Sciences
221,1741-3052,10347,Planning Theory
221,1552-745X,10348,Police Quarterly
221,1552-7468,10349,"Policy, Politics, & Nursing Practice"
221,1938-274X,19962,Political Research Quarterly
221,1552-7476,10350,Political Theory
221,1552-7514,10351,Politics & Society
221,1741-3060,10352,"Politics, Philosophy & Economics"
221,1552-7522,10354,"Prison Journal, The"
221,1741-3079,10355,Probation Journal
221,1477-027X,20022,Progress in Development Studies
221,1477-0288,20023,Progress in Human Geography
221,1477-0296,20025,Progress in Physical Geography
221,0973-0761,10365,Psychology & Developing Societies
221,1741-3087,10368,Psychology of Music
221,1552-7530,10371,Public Finance Review
221,1749-4192,20052,Public Policy and Administration
221,1361-6609,10372,Public Understanding of Science
221,1552-7549,10373,Public Works Management & Policy
221,1741-3095,10374,Punishment & Society
221,1552-7557,10375,Qualitative Health Research
221,1552-7565,10376,Qualitative Inquiry
221,1741-3109,10377,Qualitative Research
221,1741-3117,10378,Qualitative Social Work
221,1741-3125,10379,Race & Class
221,1461-7358,10380,Rationality and Society
221,1538-4853,20081,Rehabilitation Counseling Bulletin
221,1745-526X,10382,RELC Journal
221,1538-4756,20087,Remedial and Special Education
221,1933-7205,20096,Reproductive Sciences
221,1552-7573,10383,Research on Aging
221,1552-7581,10384,Research on Social Work Practice
221,1864-5530,20111,Research Studies in Music Education
221,1935-1046,20125,Review of Educational Research
221,0975-4709,20130,Review of Market Integration
221,1552-759X,10386,Review of Public Personnel Administration
221,1552-8502,10387,Review of Radical Political Economics
221,1935-1038,20134,Review of Research in Education
221,1651-1905,20202,Scandinavian Journal of Public Health
221,1461-7374,10389,School Psychology International
221,1552-8545,10390,Science Communication
221,1552-8251,10392,"Science, Technology & Human Values"
221,0973-0796,10391,"Science, Technology & Society"
221,1477-0326,20235,Second Language Research
221,1460-3640,10393,Security Dialogue
221,1940-5596,20241,Seminars in Cardiothoracic and Vascular Anesthesia
221,1573-286X,20263,Sexual Abuse
221,1461-7382,10394,Sexualities
221,1741-3133,10396,SIMULATION
221,1552-826X,10397,Simulation & Gaming
221,1552-8278,10398,Small Group Research
221,1461-7390,10399,Social & Legal Studies
221,1461-7404,10400,Social Compass
221,1552-8286,10401,Social Science Computer Review
221,1461-7412,10402,Social Science Information
221,1460-3659,10403,Social Studies of Science
221,1552-8294,10404,Sociological Methods & Research
221,1469-8684,10405,Sociology
221,0973-077X,10406,South Asia Economic Journal
221,1741-3141,10407,South Asia Research
221,0973-0788,10408,South Asian Survey
221,1552-8308,10409,Space and Culture
221,1941-0921,20318,Sports Health
221,1477-0334,20322,Statistical Methods in Medical Research
221,1477-0342,20323,Statistical Modelling
221,1741-315X,10411,Strategic Organization
221,1741-3168,10412,Structural Health Monitoring
221,1745-5235,10414,Studies in Christian Ethics
221,0973-080X,10415,Studies in History
221,1553-3514,20359,Surgical Innovation
221,1552-8316,10417,Television & New Media
221,1746-7748,10418,Textile Research Journal
221,1461-7439,10420,Theoretical Criminology
221,1461-7447,10421,Theory & Psychology
221,1741-3192,10422,Theory and Research in Education
221,1460-3616,10423,"Theory, Culture & Society"
221,1753-9455,20397,Therapeutic Advances in Cardiovascular Disease
221,1756-2848,20398,Therapeutic Advances in Gastroenterology
221,1758-8359,20399,Therapeutic Advances in Medical Oncology
221,1756-2864,20400,Therapeutic Advances in Neurological Disorders
221,1753-4666,20401,Therapeutic Advances in Respiratory Disease
221,1756-2880,20402,Therapeutic Advances in Urology
221,1461-7455,10424,Thesis Eleven
221,1461-7463,10425,Time & Society
221,1538-4845,20411,Topics in Early Childhood Special Education
221,1741-3206,10429,Tourist Studies
221,1533-1601,20416,Toxicologic Pathology
221,1477-0393,20417,Toxicology and Industrial Health
221,1477-0369,20419,Transactions of the Institute of Measurement and Control
221,1461-7471,10430,Transcultural Psychiatry
221,1477-0350,20426,Trauma
221,1552-8324,10431,"Trauma, Violence, & Abuse"
221,1085-9373,20427,Traumatology
221,1940-5588,20428,Trends in Amplification
221,1945-0109,20440,Update: Applications of Research in Music Education
221,1552-8332,10432,Urban Affairs Review
221,1552-8340,10433,Urban Education
221,1360-063X,20442,Urban Studies
221,1938-9116,20446,Vascular and Endovascular Surgery
221,1477-0377,20447,Vascular Medicine
221,1552-8448,10434,Violence Against Women
221,1741-3214,10435,Visual Communication
221,1477-0385,20468,War in History
221,1096-3669,10436,Waste Management & Research
221,1552-8456,10437,Western Journal of Nursing Research
221,1048-3950,20500,Word of Mouth
221,1552-8464,10438,Work and Occupations
221,1469-8722,10439,"Work, Employment & Society"
221,1552-8472,10440,Written Communication
221,1741-3222,10441,Young
221,1096-2506,20515,Young Exceptional Children
221,1552-8499,10442,Youth & Society
221,1747-6283,10443,Youth Justice
221,1556-9330,10444,Youth Violence and Juvenile Justice
221,0003-4347,18047,Annals of Telecommunications
221,1096-4037,1263,Clinical Child and Family Psychology Review
221,1080-5370,2567,GPS Solutions
221,0191-5665,4817,Mechanics of Composite Materials
221,0190-0692,11145,International Journal of Public Administration
221,1467-9906,4451,Journal of Urban Affairs
220,1469-8056,7118,Macroeconomic Dynamics
220,0926-6003,1439,Computational Optimization and Applications
220,0014-4851,18648,Experimental Mechanics
220,0922-6168,11723,Research on Chemical Intermediates
220,1094-429X,6501,Systemic Practice and Action Research
220,1028-6608,1231,Civil Engineering & Environmental Systems
220,1536-383X,10989,"Fullerenes, Nanotubes, and Carbon Nanostructures (formerly Fullerene Science and Technology)"
220,1538-4632,11000,Geographical Analysis
220,1468-2419,3231,International Journal of Training and Development
219,1474-001X,6971,"British Journal for the History of Science, The"
219,2210-7762,18590,Cancer Genetics (formerly Cancer Genetics and Cytogenetics)
219,1094-2025,6011,Review of Economic Dynamics
219,0038-075X,6326,Soil Science
219,1544-4554,18280,Cataloging & Classification Quarterly
218,1469-994X,19816,Nicotine and Tobacco Research
218,0258-8900,995,Bulletin of Volcanology
218,1070-3004,1984,Emergency Radiology
218,0021-3640,3362,JETP Letters (MAIK)
218,0958-3157,817,Biocontrol Science and Technology
218,1028-6020,3472,Journal of Asian Natural Products Research
218,1363-9080,3699,Journal of Education and Work
218,1751-7133,18415,Congestive Heart Failure
217,1726-4901,19521,Journal of the Chinese Medical Association
217,0388-0001,4554,Language Sciences
217,1464-9055,4616,"Library Collections, Acquisitions, and Technical Services (formerly known as Library Acquisitions: Practice & Theory)"
217,0079-6727,5748,Progress in Quantum Electronics
217,1522-8037,18465,Current Gastroenterology Reports
217,0892-9912,4371,"Journal of Technology Transfer, The"
217,1094-1665,10587,Asia Pacific Journal of Tourism Research
217,1357-650X,4565,Laterality
217,1462-3943,5930,Reflective Practice
217,1365-2990,5134,Neuropathology & Applied Neurobiology
217,1365-3148,6661,Transfusion Medicine
216,1462-3994,7030,Expert Reviews in Molecular Medicine
216,0022-314X,4094,Journal of Number Theory
216,0399-077X,4828,Medecine et Maladies Infectieuses
216,1828-0447,18899,Internal and Emergency Medicine
216,1432-2994,4785,Mathematical Methods of Operations Research
215,1747-3616,20514,Young Consumers: Insight and Ideas for Responsible Marketers
215,1746-9937,10705,Chinese Journal of International Law
215,1476-7937,2708,Holocaust and Genocide Studies
215,1527-2087,13029,Cinema Journal
215,0913-8668,3428,Journal of Anesthesia
215,1747-6941,1405,Complex Variables and Elliptic Equations (formerly Complex Variables)
215,1570-0763,11437,Leadership and Policy in Schools
214,1550-8579,18723,Gender Medicine
214,1319-6103,19475,Journal of Saudi Chemical Society
214,1536-1802,13470,Marvels & Tales
214,1913-5416,19760,Mouseion
214,0015-2684,2348,Fire Technology
214,1226-7988,19603,KSCE Journal of Civil Engineering
214,1617-4615,4987,Molecular Genetics and Genomics MGG (formerly Molecular and General Genetics MGG)
214,8756-3894,20384,TechTrends
214,1367-8868,2750,Human Resource Development International
213,1755-0084,540,Renewable Energy Focus (formerly known as Refocus)
213,1477-4631,13497,Music and Letters
213,0925-4994,1577,"Crime, Law and Social Change"
213,1072-5369,3461,Journal of Archaeological Method and Theory
213,0965-8211,4860,Memory
213,1744-7917,11091,Insect Science
212,1571-0661,9176,Electronic Notes in Theoretical Computer Science
212,1673-8527,19273,Journal of Genetics and Genomics (formerly Acta Genetica Sinica)
212,0885-7482,3777,Journal of Family Violence
212,0341-2040,4678,Lung
212,1590-5896,19814,Nexus Network Journal
212,0735-2689,10793,Critical Reviews in Plant Sciences
212,0790-0627,3237,International Journal of Water Resources Development
212,0959-3969,3271,"International Review of Retail, Distribution & Consumer Research"
212,1354-8506,5795,"Psychology, Health & Medicine"
212,0158-037X,6433,Studies in Continuing Education
212,1439-0469,4488,Journal of Zoological Systematics and Evolutionary Research
212,1467-9388,6017,Review of European Community & International Environmental Law
211,0884-741X,2711,Home Healthcare Nurse
210,1751-5637,18250,Business Strategy Series (formerly Handbook of Business Strategy)
210,1939-1404,18831,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing
210,0361-6274,11031,Health Care Management Review
210,1939-1560,14089,School Psychology Quarterly
210,0091-1674,1303,Clinical Social Work Journal
210,1754-2340,19546,Journal of the Textile Institute
210,1542-474X,10551,Annals of Noninvasive Electrocardiology
210,1550-7408,11271,"Journal of Eukaryotic Microbiology, The"
210,1437-1049,11822,Stahlbau
209,1878-9293,18500,Developmental Cognitive Neuroscience
209,0079-6786,5750,Progress in Solid State Chemistry
209,0739-5175,10026,IEEE Engineering in Medicine and Biology Magazine
209,0146-3721,287,American Journal of Dance Therapy
209,1434-1816,601,Archives of Women's Mental Health
209,1381-4338,3687,Journal of Economic Growth
209,1863-2297,3256,Seminars in Immunopathology (formerly Springer Seminars in Immunopathology)
209,1932-846X,13070,Developmental Neurobiology (formerly Journal of Neurobiology)
209,1099-1352,4045,Journal of Molecular Recognition
208,1943-068X,18844,IEEE Transactions on Computational Intelligence and AI in Games
208,1432-9840,1902,Ecosystems
208,0910-8327,2639,Heart and Vessels
208,1385-3449,3716,Journal of Electroceramics
208,1063-7826,6188,Semiconductors (MAIK)
208,0308-1087,4634,Linear & Multilinear Algebra
208,1558-3724,11664,"Polymer Reviews (formerly Journal of Macromolecular Science, Part C: Polymer Reviews)"
208,1348-0421,19721,Microbiology and Immunology
207,1573-5214,19818,NJAS - Wageningen Journal of Life Sciences
207,1741-3850,2797,Journal of Public Health (formerly Journal of Public Health Medicine)
207,0929-189X,507,Applied Composite Materials
207,1532-7035,18644,Exceptionality
207,0191-9512,11607,Ozone: Science and Engineering
207,1754-0178,20101,Research in Mathematics Education (formerly Advances in Mathematics Education)
207,1469-1809,421,Annals of Human Genetics
207,1540-8191,3526,Journal of Cardiac Surgery
206,0955-470X,9310,Transplantation Reviews
206,1092-8480,18484,Current Treatment Options in Neurology
206,0174-1578,3605,"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology"
206,0949-2658,4122,Journal of Orthopaedic Science
206,1219-4956,19893,Pathology & Oncology Research
206,0300-3930,11456,Local Government Studies
205,1053-1920,13574,Postmodern Culture
205,0197-4254,10600,Atlantic Economic Journal
205,1085-9195,18282,Cell Biochemistry and Biophysics
205,1523-3847,18472,Current Infectious Disease Reports
204,1469-1779,6947,Ageing and Society
204,1092-311X,13689,Theory & Event
204,1939-1234,18186,Bioenergy Research
204,1895-104X,18287,Central European Journal of Biology
204,1614-2942,11889,Tree Genetics & Genomics
204,0169-0965,4549,Language & Cognitive Processes
204,1502-2250,6122,Scandinavian Journal of Hospitality and Tourism
204,1600-0633,1870,Ecology of Freshwater Fish
204,1523-5378,2651,Helicobacter
203,1446-8107,19519,Journal of the Australian Mathematical Society
203,0015-1882,2332,Filtration & Separation
203,1068-5200,5338,Optical Fiber Technology
203,1875-9572,19897,Pediatrics & Neonatology
203,1527-2052,13713,Victorian Studies
203,0366-6352,18298,Chemical Papers
203,1355-4794,11547,Neurocase
202,0360-4039,9477,Nursing2006
202,1389-5753,1961,Electronic Commerce Research
202,0257-277X,18853,Immunologic Research
201,1226-3192,19533,Journal of the Korean Statistical Society
201,0034-3617,5942,Reinforced Plastics
201,0740-7475,10022,IEEE Design & Test of Computers
201,1746-630X,10803,Current Opinion in HIV and AIDS
201,1057-3631,11342,Journal of Nursing Care Quality (formerly Journal of Nursing Quality Assurance)
201,1749-5024,11793,Social Cognitive and Affective Neuroscience
201,1000-2413,19581,Journal of Wuhan University of Technology -- Materials Science Edition
201,0906-4710,89,"Acta Agriculturae Scandinavica, Section B - Plant Soil Science (formerly Acta Agriculturae Scandinavica)"
201,1058-4609,5652,Political Communication
200,1469-8005,7109,"Knowledge Engineering Review, The"
200,1743-9221,11684,Proceedings of the International Astronomical Union
200,0144-333X,3213,International Journal of Sociology and Social Policy
200,1873-7005,18661,Fluid Dynamics Research
200,0889-048X,216,Agriculture and Human Values
200,0373-3114,407,Annali di Matematica Pura ed Applicata
200,1960-6206,18961,International Journal of Material Forming
200,1098-2302,1748,Developmental Psychobiology
200,1740-8261,11915,Veterinary Radiology & Ultrasound
199,0141-9382,1792,Displays
199,1464-2859,2434,Fuel Cells Bulletin
199,0889-1583,4411,Journal of the Japanese and International Economies
199,0958-2118,4859,Membrane Technology
199,1674-7321,20219,SCIENCE CHINA Technological Sciences (formerly Science in China Series E: Technological Sciences)
199,0729-4360,2677,Higher Education Research and Development
199,1353-4645,5414,Parallax
198,1574-0137,18410,Computer Science Review
198,0924-669X,517,Applied Intelligence
198,1352-3260,10772,Contemporary Security Policy (formerly Arms Control)
198,0951-5070,1560,Counselling Psychology Quarterly
198,1747-7514,18637,Evaluation & Research in Education
198,1403-6096,2723,"Housing, Theory & Society"
198,1531-314X,11211,Journal of Architectural Education
197,0014-3855,4610,"Evolution Psychiatrique, La"
197,0222-9617,5140,Neuropsychiatrie de l'Enfance et de l'Adolescence
197,1028-4559,20371,Taiwanese Journal of Obstetrics and Gynecology
197,1521-9615,9902,Computing in Science & Engineering (formerly IEEE Computational Science and Engineering)
197,0722-4028,1546,Coral Reefs
197,1567-7419,2047,Environmental Fluid Mechanics
197,0948-4280,3978,Journal of Marine Science and Technology
197,0885-7474,4290,Journal of Scientific Computing
197,1381-1991,4983,Molecular Diversity
197,0026-9255,5006,Monatshefte fur Mathematik
197,0570-4928,13752,Applied Spectroscopy Reviews
197,0898-2112,11703,Quality Engineering
197,1752-6116,20316,Sports Biomechanics
197,1601-183X,2472,"Genes, Brain and Behavior"
197,1468-0491,2560,Governance
197,1540-5931,4196,"Journal of Popular Culture, The"
197,1529-8027,4415,Journal of the Peripheral Nervous System
196,1684-1182,19375,"Journal of Microbiology, Immunology and Infection"
196,1875-5100,19391,Journal of Natural Gas Science and Engineering
196,0167-6423,6165,Science of Computer Programming
196,1058-2916,649,ASAIO Journal (formerly ASAIO Transactions)
196,1090-0586,536,Applied Psychophysiology and Biofeedback
196,0269-8595,3280,International Studies in the Philosophy of Science
196,1477-2744,5793,"Psychology, Crime and Law"
195,0098-7913,6206,Serials Review
195,0342-5282,3190,International Journal of Rehabilitation Research
195,1387-2176,855,Biomedical Microdevices
195,1381-1231,3847,Journal of Heuristics
195,0176-1714,6268,Social Choice and Welfare
195,2194-7228,6747,Urolithiasis (formerly Urological Research)
194,1883-1958,19450,Journal of Prosthodontic Research
194,1527-3342,10044,IEEE Microwave Magazine
194,1464-3626,2407,Forestry
194,1340-6868,18220,Breast Cancer
194,1868-6974,1752,Journal of Hepato-Biliary-Pancreatic Sciences (formerly Journal of Hepato-Biliary-Pancreatic Surgery)
194,1526-5161,10523,American Journal of Bioethics
194,0142-6397,4546,Landscape Research
193,0141-6359,5698,Precision Engineering
193,1873-5061,20327,Stem Cell Research
193,1530-9274,13550,Perspectives on Science
193,1559-8519,19480,Journal of Sex Research
193,0038-7010,11816,Spectroscopy Letters
193,1099-1018,2346,Fire and Materials
192,1559-7768,10446,AACN Advanced Critical Care (formerly AACN Clinical Issues: Advanced Practice in Acute and Critical Care)
192,0196-0202,1837,Ear and Hearing (formerly Journal of the American Audiology Society)
192,0887-9311,11042,Holistic Nursing Practice
192,1939-1331,10358,Psychoanalytic Psychology
192,1341-9625,3024,International Journal of Clinical Oncology
192,1074-1542,3540,Journal of Chemical Crystallography
192,0924-9907,4000,Journal of Mathematical Imaging and Vision
192,1547-0636,19105,Journal of Aquatic Food Product Technology
192,1471-9037,5817,Public Management Review (formerly Public Management: An International Journal of Research and Theory)
192,1356-9783,5968,Research in Drama Education
192,1520-6688,4185,Journal of Policy Analysis and Management
191,0148-5717,6219,Sexually Transmitted Diseases (formerly Journal of the American Venereal Disease Association)
191,1386-6184,2367,"Flow, Turbulence and Combustion (formerly Applied Scientific Research)"
191,0363-7751,6996,Communication Monographs
191,0033-5630,7163,Quarterly Journal of Speech
191,1753-6405,18142,Australian and New Zealand Journal of Public Health
191,1465-7287,18423,Contemporary Economic Policy
190,0196-4399,1276,Clinical Microbiology Newsletter
190,1750-6166,20422,"Transforming Government: People, Process and Policy"
190,1524-9557,3872,Journal of Immunotherapy (formerly Journal of Immunotherapy with Emphasis on Tumor Immunology)
190,1023-6198,3671,Journal of Difference Equations and Applications
190,1360-6719,4719,Managing Leisure
190,1538-9588,6649,Traffic Injury Prevention (formerly Journal of Crash Prevention and Injury Control)
189,1352-7592,6531,Team Performance Management
189,1070-8022,4081,Journal of Neuro-Ophthalmology (formerly Journal of Clinical Neuro-Ophthalmology)
189,1674-7291,20213,SCIENCE CHINA Chemistry (formerly Science in China Series B: Chemistry)
189,1532-7051,18816,Human-Computer Interaction
189,1357-4809,4452,Journal of Urban Design
189,1949-3592,1110,Cytoskeleton (formerly Cell Motility and the Cytoskeleton)
188,1556-3707,19153,Journal of Chiropractic Medicine
188,1573-692X,20127,Review of Finance
188,0007-4888,984,Bulletin of Experimental Biology and Medicine
188,0949-944X,1736,Development Genes and Evolution
188,0923-8174,3720,Journal of Electronic Testing
188,0377-9017,4606,Letters in Mathematical Physics
188,0039-3746,6442,Studies in Philosophy and Education
188,0892-0753,1315,Coastal Management
188,1540-3564,19347,Journal of Library Administration
187,1885-5857,20138,Revista Espanola de Cardiologia (English Edition)
187,0262-1762,6900,World Pumps
187,1065-075X,5305,OCLC Systems & Services
187,1527-2729,18485,Current Treatment Options in Oncology
187,0925-1022,1732,"Designs, Codes and Cryptography"
187,1022-7954,6085,Russian Journal of Genetics
187,0967-2567,2210,European Journal of the History of Economic Thought
187,1471-1842,2622,Health Information and Libraries Journal (formerly Health Libraries Review)
187,1468-2486,3284,International Studies Review
186,1125-7865,9163,Dendrochronologia
186,1086-3222,13404,Journal of the History of Ideas
186,1537-9477,13541,PAJ: A Journal of Performance and Art
186,1699-048X,18350,Clinical and Translational Oncology
186,1436-3291,2453,Gastric Cancer
186,1385-3457,3970,Journal of Management and Governance
186,1359-866X,677,Asia-Pacific Journal of Teacher Education
186,1040-7790,5265,Numerical Heat Transfer Part B
186,1365-2206,1183,Child & Family Social Work
185,1755-1633,18241,Bulletin of the Australian Mathematical Society
185,0037-198X,9298,Seminars in Roentgenology
185,1359-0790,19254,Journal of Financial Crime
185,1538-5000,13428,Kritika: Explorations in Russian and Eurasian History
185,1529-1898,13559,Philosophy East and West
185,0912-3814,10857,Ecological Research
185,1386-4564,2876,Information Retrieval
185,1341-321X,3883,Journal of Infection and Chemotherapy
185,1016-8478,5002,Molecules and Cells
185,0883-9514,499,Applied Artificial Intelligence
185,1536-7118,19487,Journal of Social Work in Disability & Rehabilitation
185,1755-053X,18658,Financial Management
185,1473-4192,3000,International Journal of Applied Linguistics
185,1467-3010,5283,Nutrition Bulletin
184,1469-2112,6975,British Journal of Political Science
184,2210-6502,18890,Swarm and Evolutionary Computation
184,0925-2738,3507,Journal of Biomolecular NMR
184,1097-3958,19498,Journal of Surfactants and Detergents
184,1133-0686,20388,TEST
184,0043-5341,11950,WMW Wiener Medizinische Wochenschrift
184,1741-1912,10917,Ethnomusicology Forum
184,2168-3573,19500,Journal of Sustainable Agriculture
184,1754-0054,20332,Strategic Analysis
184,1863-2378,4464,"Zoonoses and Public Health (formerly Journal of Veterinary Medicine, Series B)"
183,1478-3975,8052,Physical Biology
183,0361-929X,4806,MCN: The American Journal of Maternal/Child Nursing
183,0960-8931,4856,Melanoma Research
183,1527-2036,13418,Journal of Women's History
183,0217-4561,657,Asia Pacific Journal of Management
183,1092-8464,18483,Current Treatment Options in Cardiovascular Medicine
183,1053-0819,3488,Journal of Behavioral Education
183,0025-3235,4739,Marine Geophysical Research (formerly Marine Geophysical Researches)
183,1532-5008,1947,Electric Power Components & Systems (formerly Electric Machines & Power Systems)
183,0950-0839,5524,Philosophical Magazine Letters
183,1520-6378,1343,Color Research & Application
182,1036-7314,18144,Australian Critical Care
182,0737-0806,9226,Journal of Equine Veterinary Science
